,state_name:,county:,5/16,5/17
1823,SD,Codington,16,16
1824,SD,Davison,9,9
1825,SD,Deuel,1,1
1826,SD,Fall River,2,2
1827,SD,Faulk,1,1
1828,SD,Hamlin,2,2
1829,SD,Hughes,16,16
1830,SD,Hutchinson,3,3
1831,SD,Kingsbury,0,0
1832,SD,Lawrence,9,9
1833,SD,Lincoln,201,201
1834,SD,Lyman,4,4
1835,SD,Marshall,1,1
1836,SD,McCook,5,5
1837,SD,Meade,5,5
1838,SD,Minnehaha,3119,3119
1839,SD,Pennington,49,49
1840,SD,Roberts,19,19
1841,SD,Todd,16,16
1842,SD,Turner,19,19
1843,SD,Union,60,60
1844,SD,Yankton,40,40
1845,TN,Anderson,36,"""U2FsdGVkX1+PN0P9W1acGdP6z9toYho4Quv3dDn68UQ="""
1846,TN,Bedford,251,"""U2FsdGVkX19FMI2/ec+KSsvGjH/1wOgEbGK1oWtGzfM="""
1847,TN,Benton,6,"""U2FsdGVkX18CEe1NFAeTnMRt/t5OLdaWI3I/O6usLP8="""
1848,TN,Bledsoe,607,"""U2FsdGVkX18BM954SjzLpKmEQbjqCV9cJFJfiDWaF0M="""
1849,TN,Blount,75,"""U2FsdGVkX1890zatPvwLuMHvzK7fQGD68hTdqEFiivs="""
1850,TN,Bradley,81,"""U2FsdGVkX18rqYzKQW3VoyFPqEKBJ+OrsVMiJ6797tQ="""
1851,TN,Campbell,17,"""U2FsdGVkX1/C2wYT/qaYd5Obky9wDiUmgB/OfChtr5w="""
1852,TN,Cannon,13,"""U2FsdGVkX18OtjgjL0zBPOME2sKMbE6OFkniz2E/Bd4="""
1853,TN,Carroll,25,"""U2FsdGVkX18gZChmhcdM5xdmkct+VPmv4o1xPRePIQ4="""
1854,TN,Carter,19,"""U2FsdGVkX1+0A2n/Tlqg7XNO2P6tS3LcHNVfQrknSnc="""
1855,TN,Cheatham,88,"""U2FsdGVkX18wJhilEiuMb7otHMdG7OrpG/EvQj1jOws="""
1856,TN,Chester,12,"""U2FsdGVkX18YOWdwN9QRk6hZTA3xxYCtp+HieGwwL1U="""
1857,TN,Claiborne,7,"""U2FsdGVkX18hpJ7lCOpnRxUPpiZhv0a8MXQMsFpNzuI="""
1858,TN,Clay,6,"""U2FsdGVkX187L21po1DKnXegmWKtdXzj/1mvbTVDvhM="""
1859,TN,Cocke,20,"""U2FsdGVkX1962FT3nItzCa3bYOqSqJ27cqcUE5TpU48="""
1860,TN,Coffee,60,"""U2FsdGVkX1/gXKfhMirIMbHymJ4IIE9LRb9Qk7oe8so="""
1861,TN,Cumberland,88,"""U2FsdGVkX1+RyBTsv8oiF8IZXD/dPuCHKSDKD8NWWH0="""
1862,TN,Davidson,3872,"""U2FsdGVkX19SQhulXDiAVxqJwGRmHdLvKKalTrtKMco="""
1863,TN,Decatur,5,"""U2FsdGVkX19+ip5uS+gbbGY8ZrqmM8q1mqbi5R9fVuQ="""
1864,TN,DeKalb,29,"""U2FsdGVkX1+LiKl0wTScjwY3Hetjk7tYFjwnLngz1vQ="""
1865,TN,Dickson,91,"""U2FsdGVkX1/qtVNKG31NPcKR0h+IFGwvjr63E6dag5I="""
1866,TN,Dyer,44,"""U2FsdGVkX18GY4BGg1W2X2PWlZUiSel13gu5F2hO/8Y="""
1867,TN,Fayette,88,"""U2FsdGVkX1+3LlYTF+7yztsimmETwr08bfOU/xnfS2Y="""
1868,TN,Fentress,6,"""U2FsdGVkX1+YYCaV9uXDXyakan1gVfMx8t3f/byBs4g="""
1869,TN,Franklin,43,"""U2FsdGVkX1+V9XerDmApQUWxxJ/pESmfuuxYJctIYU4="""
1870,TN,Gibson,58,"""U2FsdGVkX1+ufKQj4H+d83UY1Mo3rH3/9sYkcaUD/lw="""
1871,TN,Giles,9,"""U2FsdGVkX1/rLSTljakPWAvjSJEg8HnAQSoskAYmjxc="""
1872,TN,Grainger,6,"""U2FsdGVkX18SfxdhVBCG4w6v8ED6xebQlw1YQXtbDL4="""
1873,TN,Greene,46,"""U2FsdGVkX18BQ+GjhuavpLtbOgf9kHE+mDa6SgdPRnE="""
1874,TN,Grundy,30,"""U2FsdGVkX1+nOH+9eb/IuyaG2FQ4Kj6KBT9/ONn4Dog="""
1875,TN,Hamblen,24,"""U2FsdGVkX18DwwSYv5uL84KLhOuq9WLHBbZRk+sL4fg="""
1876,TN,Hamilton,342,"""U2FsdGVkX1/EEbfXcQScs1LYARQ7nsBH4jIoGoANZZc="""
1877,TN,Hardeman,183,"""U2FsdGVkX1+bJOTMmVOxnFEGFVfwxHRSaBUpL27dp2Y="""
1878,TN,Hardin,9,"""U2FsdGVkX18H6ioBjiVbO6Dp/Z/69ovMrY7F5NHfocY="""
1879,TN,Hawkins,31,"""U2FsdGVkX1++1NRr305SkR6tO8eiTTr6ngrIGMdr0Q8="""
1880,TN,Haywood,29,"""U2FsdGVkX1/9UQS7LoGKm7yzh46BvRzLBbNsKcSsI5g="""
1881,TN,Henry,17,"""U2FsdGVkX18L4g5+uLLVQPcsjTH1jX5f17k2jFrEIXE="""
1882,TN,Hickman,52,"""U2FsdGVkX19ZvtLTawT1YILpRz2+d3eXaXtBKBkEgZg="""
1883,TN,Houston,6,"""U2FsdGVkX18F1nifVroTGhmR4eSxZDuk/VHu92OaF2M="""
1884,TN,Humphreys,12,"""U2FsdGVkX1/pq01NwRDEzn4qkoRF7+zFkxZrQBVIssg="""
1885,TN,Jefferson,26,"""U2FsdGVkX18HcO6dtK8iwy+o2qIqYv+jjmlMxU/J04A="""
1886,TN,Johnson,15,"""U2FsdGVkX1+HW/kBqrpB7ic/llyGsNTOt97M1JoTRXQ="""
1887,TN,Knox,303,"""U2FsdGVkX18FIj61nPrmU5Uro1ti7N+KJA2/H4AMCyk="""
1888,TN,Lauderdale,44,"""U2FsdGVkX18DUJwu4k9vwoTAwUeTXGE6nsUxfURfrbE="""
1889,TN,Lawrence,21,"""U2FsdGVkX18FEwW7t8Kx9tkcrGtIfqBXZVfhM3tbUDE="""
1890,TN,Lewis,2,"""U2FsdGVkX1+7sULPRKQ8YwqwK+CLi6EIWHovYvhbmMA="""
1891,TN,Lincoln,16,"""U2FsdGVkX1/GgcSYJFVqMg4d3Eh6i4kwUhrj7jY9VMY="""
1892,TN,Loudon,48,"""U2FsdGVkX19/IJz/oC5TrphoH9iHQVRbleF5qs0cyP4="""
1893,TN,Macon,81,"""U2FsdGVkX1+aqVYuNNSWFhEzDCk3PCF6MlBHYsw+WRM="""
1894,TN,Madison,162,"""U2FsdGVkX19M9tlVmRzsEBmzu/7Rd7a22jkt7Vu8RUg="""
1895,TN,Marion,31,"""U2FsdGVkX18pO1sdR/nyYvMVogYnPz+YU33IVRDwPhs="""
1896,TN,Marshall,26,"""U2FsdGVkX18RHQJiKP+j7TSvQFx2C0u+P0ADL95gkAY="""
1897,TN,Maury,61,"""U2FsdGVkX19BXRoMQQVBu9hq+YACNAXZP5Eg6lqYJfw="""
1898,TN,McMinn,123,"""U2FsdGVkX19QtUV+BoU/Yg4tKKXMBA1sDYrE4P4ABrM="""
1899,TN,McNairy,12,"""U2FsdGVkX1/uGoMiHRxz05ce7lTzbu0kxJBSYby8Uxk="""
1900,TN,Meigs,22,"""U2FsdGVkX1/rNUwTmQZ3YJ1bfzaJdD9NbwO9GzPiUVU="""
1901,TN,Monroe,41,"""U2FsdGVkX1+rfkkI5x6BC2wwioYHFPWrXvkXKvlMa94="""
1902,TN,Montgomery,204,"""U2FsdGVkX1/nk+LMx1ANZ1+LmjnLpeB1tI1qfdKoozA="""
1903,TN,Morgan,12,"""U2FsdGVkX1+ff8fSYT8ve33AbDENrzMtdTeV388riCU="""
1904,TN,Obion,17,"""U2FsdGVkX18LYwo0e3h9Kgd9tfQ9ZW4Kt0eSp9vi8ag="""
1905,TN,Out-of-state,340,"""U2FsdGVkX1+O2yTQNfNBguDQizqzCktr13l2nhKLvW4="""
1906,TN,Overton,14,"""U2FsdGVkX1/B3DsXeyu5R/PRkcZnuXVwly4YAjpwxQE="""
1907,TN,Perry,13,"""U2FsdGVkX19sQEjsXDX6DeknRwmTKoPC3maSVOzMvrc="""
1908,TN,Putnam,232,"""U2FsdGVkX1/MUIEzVm2Bf1aZ7KJCc5qzieAKhVjCDhA="""
1909,TN,Rhea,7,"""U2FsdGVkX1/XXibrQxs4k7NBtG1Mb1xiaCOWhTbL1EI="""
1910,TN,Roane,8,"""U2FsdGVkX1/MvZQXYnnUKn0YqQTunThiT7eHi/Asy0o="""
1911,TN,Robertson,274,"""U2FsdGVkX18Wat8GlU197RLCRHWwoaBBujQWlgrqoRQ="""
1912,TN,Rutherford,847,"""U2FsdGVkX1/EMOaa/8O05MSsLKJhJAXq5iilvGsSE10="""
1913,TN,Scott,11,"""U2FsdGVkX1+AGB4VZrEnzqLM2yU2JrDfd0beBnmRYlk="""
1914,TN,Sequatchie,10,"""U2FsdGVkX1/qPPu5GwqMsH0+cH65/G4oGz2MCgqeNIg="""
1915,TN,Sevier,68,"""U2FsdGVkX19L7W2vDxOcipXPFOpyOcN5p7rESY8KWLk="""
1916,TN,Shelby,3681,"""U2FsdGVkX18aGb6F0UGy7LIZpJTF5RIlarHO3+BoRI4="""
1917,TN,Smith,24,"""U2FsdGVkX1/XBv4eJY/KO3Cln8Kk5Ejb899TW9WsXK8="""
1918,TN,Sullivan,57,"""U2FsdGVkX19Na9Sbr+0N0V7EJJUoYHKyGVP4vLM1sJc="""
1919,TN,Sumner,737,"""U2FsdGVkX19CJ0Shsk/yYFkQ7rlwU2R13JSUR1GVAGg="""
1920,TN,Tipton,403,"""U2FsdGVkX187q+NfeZTsK3q9NJ62VMzZeRxNwHQGQcg="""
1921,TN,Trousdale,1382,"""U2FsdGVkX1+18McdelKM7JGa81EwtDzY92ivy2lfiQQ="""
1922,TN,Unassigned,0,"""U2FsdGVkX18Afefp45EK3EIVgwaVpVWPcllfToiFZH8="""
1923,TN,Unicoi,3,"""U2FsdGVkX1/Zaq8uvV6UnoSGe69uGGJSyi5rlsmBZPA="""
1924,TN,Union,4,"""U2FsdGVkX18Aolhg7OFpJUB25M0vCfLdWAgD00Abd8Q="""
1925,TN,Warren,15,"""U2FsdGVkX1/xy5YeVvGNkpx6ovp3fZdQMrRojASWNRM="""
1926,TN,Washington,66,"""U2FsdGVkX19QdeUiJtrVFq5MHzfO+YOmv3WiBPQowME="""
1927,TN,Wayne,63,"""U2FsdGVkX18Ph1hgWosPfC7HVD9OGR8ITwWlqKlWN6s="""
1928,TN,Weakley,24,"""U2FsdGVkX1/Km0lWMHma2NPZhuzML66S55BLYhQfUBE="""
1929,TN,White,18,"""U2FsdGVkX187peMWbPwmfwVQdesEaQVjs6u7xYU4fz8="""
1930,TN,Williamson,471,"""U2FsdGVkX1+Y9QuXU2aVRJsgnFDO96BnEbPdT7HycVo="""
1931,TN,Wilson,318,"""U2FsdGVkX1+gx2zZDsCXYD4+JlmeHqImu0wN7tkf1Uw="""
1932,TX,Anderson,54,54
1933,TX,Andrews,22,22
1934,TX,Angelina,139,139
1935,TX,Aransas,3,3
1936,TX,Atascosa,30,30
1937,TX,Austin,19,19
1938,TX,Bastrop,132,132
1939,TX,Bell,248,248
1940,TX,Bexar,2120,2120
1941,TX,Blanco,6,6
1942,TX,Bowie,130,130
1943,TX,Brazoria,721,721
1944,TX,Brazos,312,312
1945,TX,Brown,51,51
1946,TX,Burleson,18,18
1947,TX,Burnet,28,28
1948,TX,Caldwell,36,36
1949,TX,Calhoun,36,36
1950,TX,Cameron,619,619
1951,TX,Camp,21,21
1952,TX,Cass,19,19
1953,TX,Castro,26,26
1954,TX,Chambers,52,52
1955,TX,Cherokee,34,34
1956,TX,Clay,3,3
1957,TX,Collin,1008,1008
1958,TX,Colorado,18,18
1959,TX,Comal,70,70
1960,TX,Comanche,3,3
1961,TX,Coryell,224,224
1962,TX,Crane,2,2
1963,TX,Dallas,7250,7250
1964,TX,Dawson,38,38
1965,TX,Deaf Smith,120,120
1966,TX,Denton,1040,1040
1967,TX,DeWitt,17,17
1968,TX,Donley,25,25
1969,TX,Eastland,5,5
1970,TX,Ector,109,109
1971,TX,El Paso,1655,1655
1972,TX,Ellis,247,247
1973,TX,Erath,15,15
1974,TX,Falls,6,6
1975,TX,Fannin,25,25
1976,TX,Fayette,29,29
1977,TX,Fort Bend,1510,1510
1978,TX,Franklin,5,5
1979,TX,Gaines,5,5
1980,TX,Galveston,696,696
1981,TX,Gillespie,4,4
1982,TX,Gonzales,75,75
1983,TX,Grayson,140,140
1984,TX,Gregg,170,170
1985,TX,Grimes,65,65
1986,TX,Guadalupe,109,109
1987,TX,Hale,43,43
1988,TX,Hardin,117,117
1989,TX,Harris--Houston,5340,5340
1990,TX,Harris--Non Houston,3786,3786
1991,TX,Harrison,200,200
1992,TX,Hays,219,219
1993,TX,Henderson,48,48
1994,TX,Hidalgo,425,425
1995,TX,Hill,22,22
1996,TX,Hockley,23,23
1997,TX,Hood,22,22
1998,TX,Hopkins,8,8
1999,TX,Hunt,66,66
2000,TX,Jackson,15,15
2001,TX,Jasper,23,23
2002,TX,Jefferson,436,436
2003,TX,Johnson,123,123
2004,TX,Karnes,3,3
2005,TX,Kaufman,147,147
2006,TX,Kendall,21,21
2007,TX,Kerr,10,10
2008,TX,Kleberg,14,14
2009,TX,Lamar,111,111
2010,TX,Lamb,11,11
2011,TX,Lavaca,8,8
2012,TX,Leon,9,9
2013,TX,Liberty,75,75
2014,TX,Limestone,15,15
2015,TX,Live Oak,6,6
2016,TX,Llano,3,3
2017,TX,Lubbock,616,616
2018,TX,Lynn,5,5
2019,TX,Martin,3,3
2020,TX,Matagorda,65,65
2021,TX,Maverick,74,74
2022,TX,McLennan,97,97
2023,TX,Medina,49,49
2024,TX,Midland,120,120
2025,TX,Milam,23,23
2026,TX,Montague,9,9
2027,TX,Montgomery,798,798
2028,TX,Moore,544,544
2029,TX,Morris,11,11
2030,TX,Nacogdoches,233,233
2031,TX,Navarro,38,38
2032,TX,Newton,4,4
2033,TX,Nueces,231,231
2034,TX,Oldham,4,4
2035,TX,Orange,87,87
2036,TX,Panola,175,175
2037,TX,Parker,57,57
2038,TX,Polk,47,47
2039,TX,Potter,2080,2080
2040,TX,Randall,593,593
2041,TX,Robertson,6,6
2042,TX,Rockwall,138,138
2043,TX,Rusk,42,42
2044,TX,San Augustine,22,22
2045,TX,San Jacinto,12,12
2046,TX,San Patricio,25,25
2047,TX,Shelby,173,173
2048,TX,Smith,189,189
2049,TX,Starr,17,17
2050,TX,Swisher,14,14
2051,TX,Tarrant,4266,4266
2052,TX,Taylor,217,217
2053,TX,Terry,12,12
2054,TX,Tom Green,86,86
2055,TX,Travis,2425,2425
2056,TX,Tyler,9,9
2057,TX,Upshur,18,18
2058,TX,Uvalde,6,6
2059,TX,Val Verde,13,13
2060,TX,Van Zandt,22,22
2061,TX,Victoria,154,154
2062,TX,Walker,405,405
2063,TX,Waller,39,39
2064,TX,Washington,181,181
2065,TX,Webb,469,469
2066,TX,Wharton,42,42
2067,TX,Wichita,78,78
2068,TX,Willacy,14,14
2069,TX,Williamson,463,463
2070,TX,Wilson,36,36
2071,TX,Wise,36,36
2072,TX,Wood,18,18
2073,TX,Young,4,4
2074,UT,Central Utah,29,29
2075,UT,Davis,363,363
2076,UT,Salt Lake,3785,3785
2077,UT,San Juan,177,177
2078,UT,Summit,400,400
2079,UT,Tooele,93,93
2080,UT,Utah,1471,1471
2081,UT,Wasatch,200,200
2082,UT,Weber-Morgan,221,221
2083,VA,Accomack,668,688
2084,VA,Albemarle,136,138
2085,VA,Alexandria,1460,1476
2086,VA,Alleghany,6,7
2087,VA,Amelia,18,18
2088,VA,Amherst,24,25
2089,VA,Arlington,1560,1590
2090,VA,Augusta,82,84
2091,VA,Bedford,40,40
2092,VA,Botetourt,30,31
2093,VA,Bristol,3,3
2094,VA,Brunswick,20,20
2095,VA,Buckingham,411,411
2096,VA,Campbell,13,13
2097,VA,Carroll,45,48
2098,VA,Scott,7,7
2099,VA,Charles City,22,22
2100,VA,Charlottesville,71,71
2101,VA,Chesapeake,380,384
2102,VA,Chesterfield,978,988
2103,VA,Covington,2,2
2104,VA,Culpeper,365,374
2105,VA,Danville,44,44
2106,VA,Fairfax,7386,7643
2107,VA,Fairfax City,47,47
2108,VA,Fauquier,211,213
2109,VA,Fluvanna,81,81
2110,VA,Franklin,30,30
2111,VA,Franklin City,27,29
2112,VA,Frederick,209,211
2113,VA,Fredericksburg,89,93
2114,VA,Galax,77,80
2115,VA,Gloucester,28,28
2116,VA,Goochland,87,87
2117,VA,Greene,19,19
2118,VA,Greensville,50,50
2119,VA,Halifax,27,27
2120,VA,Hampton,158,161
2121,VA,Hanover,215,220
2122,VA,Harrisonburg,631,632
2123,VA,Henrico,1226,1252
2124,VA,Henry,34,36
2125,VA,Hopewell,49,51
2126,VA,Isle of Wight,115,115
2127,VA,James City,179,186
2128,VA,King and Queen,7,7
2129,VA,King George,47,48
2130,VA,King William,14,14
2131,VA,Lancaster,7,7
2132,VA,Lee,10,10
2133,VA,Loudoun,1430,1446
2134,VA,Louisa,59,59
2135,VA,Lynchburg,73,73
2136,VA,Madison,24,24
2137,VA,Manassas City,574,594
2138,VA,Manassas Park,183,187
2139,VA,Mathews,5,5
2140,VA,Mecklenburg,164,167
2141,VA,Montgomery,66,66
2142,VA,Nelson,12,12
2143,VA,New Kent,26,26
2144,VA,Newport News,187,193
2145,VA,Norfolk,350,350
2146,VA,Northampton,196,198
2147,VA,Northumberland,17,18
2148,VA,Nottoway,16,16
2149,VA,Orange,53,56
2150,VA,Page,158,161
2151,VA,Petersburg,58,58
2152,VA,Pittsylvania,23,24
2153,VA,Poquoson,7,7
2154,VA,Portsmouth,222,225
2155,VA,Powhatan,24,24
2156,VA,Prince Edward,73,73
2157,VA,Prince George,49,49
2158,VA,Prince William,3563,3666
2159,VA,Radford,3,3
2160,VA,Richmond City,741,758
2161,VA,Roanoke City,120,120
2162,VA,Roanoke,84,85
2163,VA,Rockbridge,11,11
2164,VA,Rockingham,387,389
2165,VA,Shenandoah,297,303
2166,VA,Smyth,15,15
2167,VA,Southampton,135,135
2168,VA,Spotsylvania,304,312
2169,VA,Stafford,458,467
2170,VA,Suffolk,260,264
2171,VA,Surry,6,6
2172,VA,Sussex,80,80
2173,VA,Tazewell,6,6
2174,VA,Virginia Beach,539,548
2175,VA,Warren,96,99
2176,VA,Washington,49,49
2177,VA,Waynesboro,22,22
2178,VA,Williamsburg,43,43
2179,VA,Winchester,80,80
2180,VA,Wythe,16,16
2181,VA,York,62,62
2182,VI,St. Croix,29,29
2183,VI,St. John,2,2
2184,VI,St. Thomas,38,38
2185,VT,Addison,62,62
2186,VT,Bennington,60,60
2187,VT,Caledonia,14,14
2188,VT,Chittenden,434,434
2189,VT,Franklin,99,99
2190,VT,Lamoille,27,27
2191,VT,Orange,8,8
2192,VT,Orleans,9,9
2193,VT,Rutland,49,49
2194,VT,Unassigned,4,4
2195,VT,Washington,38,38
2196,VT,Windham,77,77
2197,VT,Windsor,47,47
2198,WA,Adams,50,50
2199,WA,Chelan,177,177
2200,WA,Clallam,21,21
2201,WA,Clark,401,401
2202,WA,Columbia,1,1
2203,WA,Cowlitz,68,68
2204,WA,Douglas,125,125
2205,WA,Ferry,1,1
2206,WA,Grant,188,188
2207,WA,Grays Harbor,15,15
2208,WA,Island,181,181
2209,WA,Jefferson,30,30
2210,WA,King,7426,7426
2211,WA,Kitsap,159,159
2212,WA,Kittitas,51,51
2213,WA,Klickitat,24,24
2214,WA,Lewis,34,34
2215,WA,Lincoln,2,2
2216,WA,Mason,30,30
2217,WA,Okanogan,39,39
2218,WA,Pierce,1787,1787
2219,WA,San Juan,15,15
2220,WA,Skagit,425,425
2221,WA,Skamania,3,3
2222,WA,Snohomish,3066,3066
2223,WA,Spokane,396,396
2224,WA,Stevens,9,9
2225,WA,Thurston,123,123
2226,WA,Unassigned,0,0
2227,WA,Walla Walla,106,106
2228,WA,Whatcom,349,349
2229,WA,Whitman,16,16
2230,WA,Yakima,2217,2217
2231,WI,Ashland,2,2
2232,WI,Bayfield,3,3
2233,WI,Brown,2070,2070
2234,WI,Buffalo,5,5
2235,WI,Calumet,56,56
2236,WI,Chippewa,39,39
2237,WI,Clark,26,26
2238,WI,Columbia,36,36
2239,WI,Crawford,22,22
2240,WI,Dane,519,519
2241,WI,Dodge,93,93
2242,WI,Door,33,33
2243,WI,Douglas,12,12
2244,WI,Dunn,21,21
2245,WI,Eau Claire,65,65
2246,WI,Fond du Lac,124,124
2247,WI,Grant,72,72
2248,WI,Green,41,41
2249,WI,Iowa,11,11
2250,WI,Iron,2,2
2251,WI,Jackson,15,15
2252,WI,Jefferson,58,58
2253,WI,Juneau,21,21
2254,WI,Kenosha,820,820
2255,WI,La Crosse,44,44
2256,WI,Marathon,32,32
2257,WI,Marinette,23,23
2258,WI,Marquette,3,3
2259,WI,Milwaukee,4759,4759
2260,WI,Monroe,15,15
2261,WI,Oconto,30,30
2262,WI,Oneida,7,7
2263,WI,Outagamie,135,135
2264,WI,Ozaukee,120,120
2265,WI,Pierce,17,17
2266,WI,Portage,7,7
2267,WI,Racine,1004,1004
2268,WI,Richland,14,14
2269,WI,Rock,422,422
2270,WI,Sauk,77,77
2271,WI,Sheboygan,68,68
2272,WI,St. Croix,39,39
2273,WI,Unassigned,0,0
2274,WI,Vilas,4,4
2275,WI,Walworth,277,277
2276,WI,Washington,140,140
2277,WI,Waukesha,467,467
2278,WI,Waupaca,17,17
2279,WI,Winnebago,117,117
2280,WI,Wood,6,6
2281,Wuhan Evacuee,Unassigned,4,4
2282,WV,Barbour,7,7
2283,WV,Berkeley,207,207
2284,WV,Cabell,56,56
2285,WV,Greenbrier,8,8
2286,WV,Hancock,12,12
2287,WV,Hardy,25,25
2288,WV,Harrison,35,35
2289,WV,Jackson,136,136
2290,WV,Jefferson,98,98
2291,WV,Kanawha,206,206
2292,WV,Logan,14,14
2293,WV,Marion,47,47
2294,WV,Marshall,23,23
2295,WV,Mason,15,15
2296,WV,Mercer,12,12
2297,WV,Monongalia,115,115
2298,WV,Morgan,17,17
2299,WV,Ohio,38,38
2300,WV,Pleasants,2,2
2301,WV,Preston,15,15
2302,WV,Putnam,29,29
2303,WV,Raleigh,10,10
2304,WV,Randolph,5,5
2305,WV,Roane,9,9
2306,WV,Tucker,4,4
2307,WV,Upshur,6,6
2308,WV,Wetzel,7,7
2309,WV,Wirt,3,3
2310,WV,Wood,47,47
2311,WY,Albany,9,9
2312,WY,Campbell,29,29
2313,WY,Carbon,14,14
2314,WY,Converse,23,23
2315,WY,Fremont,220,220
2316,WY,Goshen,5,5
2317,WY,Johnson,15,15
2318,WY,Laramie,181,181
2319,WY,Natrona,53,53
2320,WY,Park,1,1
2321,WY,Sheridan,16,16
2322,WY,Sublette,3,3
2323,WY,Sweetwater,23,23
2324,WY,Teton,100,100
2325,WY,Washakie,9,9
2326,MD,Allegany,160,161
2327,MT,Carbon,6,6
2328,WY,Uinta,10,10
2329,MS,Wayne,37,37
2330,IN,Blackford,14,14
2331,VA,Salem,32,32
2332,VA,Cumberland,23,23
2333,NC,Haywood,22,22
2334,IN,Spencer,8,8
2335,FL,Okeechobee,34,34
2336,SD,Lake,5,5
2337,SD,Spink,4,4
2338,MN,Koochiching,3,3
2339,NE,Gage,42,42
2340,NE,Hamilton,48,48
2341,NE,Otoe,5,5
2342,IA,Bremer,64,64
2343,IA,Delaware,12,12
2344,IA,Jefferson,12,12
2345,OK,Atoka,1,1
2346,TX,Goliad,7,7
2347,TX,Gray,91,91
2348,TX,Jim Wells,8,8
2349,OK,Kingfisher,10,10
2350,TX,Lee,6,6
2351,TX,Palo Pinto,9,9
2352,OK,Woodward,1,1
2353,KS,Anderson,1,1
2354,KS,Cloud,4,4
2355,KS,Cowley,4,4
2356,OK,Kiowa,6,6
2357,GA,Lanier,12,12
2358,OH,Guernsey,24,24
2359,OH,Hardin,30,30
2360,PA,Wyoming,29,29
2361,PA,York,835,835
2362,MO,Howell,5,5
2363,IL,Logan,10,10
2364,IL,Macoupin,41,41
2365,IL,Mercer,15,15
2366,IL,Moultrie,8,8
2367,IL,Piatt,8,8
2368,MO,New Madrid,14,14
2369,NY,Yates,22,"""U2FsdGVkX1/IMCxWdUxwf8xjmQgQS1v2Vth66X7xWuE="""
2370,WI,Adams,4,4
2371,WI,Menominee,2,2
2372,WI,Trempealeau,7,7
2373,AL,Coffee,164,165
2374,NC,Bladen,70,70
2375,SC,Cherokee,23,23
2376,SC,Hampton,29,29
2377,SC,McCormick,7,7
2378,TN,Polk,12,"""U2FsdGVkX18uXHpnehWc2jGlteH0+MaUcLmJx3poIEw="""
2379,ID,Lewis,0,"""U2FsdGVkX18E+fI/w1zg/dNWS2YCYI1WpfrXpBOm05I="""
2380,ID,Washington,23,"""U2FsdGVkX1+y1+OS2Wb0zeTV1SMWJ4KlnhYMOUzcnsw="""
2381,AR,Mississippi,61,61
2382,AR,Monroe,5,5
2383,CO,Custer,2,2
2384,CA,Del Norte,5,5
2385,GA,Telfair,29,29
2386,TN,Jackson,11,"""U2FsdGVkX1/iRXGTLZd3L9v0vKthEEzGIN8u6mITK1U="""
2387,WV,Pendleton,5,5
2388,MP,Unassigned,21,21
2389,TX,Hemphill,1,1
2390,TX,Titus,96,96
2391,TX,Reeves,7,7
2392,NE,Colfax,508,508
2393,NE,Merrick,28,28
2394,KS,Marion,5,5
2395,KS,Osborne,2,2
2396,OH,Williams,47,47
2397,TX,Trinity,11,11
2398,IN,Parke,18,18
2399,FL,Franklin,2,2
2400,VA,Buena Vista City,8,8
2401,VA,Caroline,42,42
2402,VA,Emporia,50,52
2403,VA,Lexington,5,6
2404,VA,Pulaski,10,10
2405,VA,Westmoreland,42,42
2406,VA,Wise,23,23
2407,VA,Richmond,204,261
2408,OK,Grant,2,2
2409,ND,Eddy,2,2
2410,ND,Slope,3,3
2411,OK,Major,6,6
2412,OK,Mccurtain,11,11
2413,IA,Louisa,306,306
2414,IA,Lyon,16,16
2415,IA,Plymouth,82,82
2416,WY,Lincoln,14,14
2417,GA,Elbert,46,46
2418,GA,Marion,39,40
2419,GA,Quitman,8,8
2420,GA,Towns,21,21
2421,PA,Clinton,43,43
2422,ME,Aroostook,7,7
2423,ME,Washington,2,2
2424,TX,Lampasas,8,8
2425,MT,Glacier,6,6
2426,LA,Caldwell,50,50
2427,AL,Barbour,79,81
2428,HI,Residents Diagnosed Outside of HI,10,10
2429,NC,Ashe,26,26
2430,WI,Barron,11,11
2431,WI,Pepin,1,1
2432,NC,Warren,28,28
2433,WI,Rusk,4,4
2434,WA,Wahkiakum,4,4
2435,MO,Nodaway,5,5
2436,MI,Luce,2,2
2437,IA,Mills,10,10
2438,MI,Presque Isle,11,11
2439,IL,De Witt,4,4
2440,IL,Effingham,6,6
2441,IL,Jersey,18,18
2442,WV,Mineral,27,27
2443,AL,Henry,39,39
2444,AK,Petersburg,4,4
2445,AK,Yukon-Koyukuk,1,1
2446,AK,Southeast Fairbanks,3,3
2447,OR,Crook,1,1
2448,NC,Pender,44,44
2449,WA,Pend Oreille,2,2
2450,CO,Las Animas,4,4
2451,CO,Rio Blanco,1,1
2452,NH,Coos,4,4
2453,KY,Adair,92,92
2454,KY,Caldwell,12,12
2455,KY,Carter,8,8
2456,KY,Crittenden,4,4
2457,KY,Cumberland,5,5
2458,KY,Graves,152,152
2459,KY,Greenup,13,13
2460,KY,Henry,12,12
2461,KY,Johnson,5,5
2462,KY,Perry,19,19
2463,KY,Pike,28,28
2464,VI,Unassigned,0,0
2465,AR,Lafayette,9,9
2466,AR,Ouachita,10,10
2467,AR,Prairie,2,2
2468,AR,Sharp,37,37
2469,WA,Asotin,18,18
